L1,L2,L3,L4,L5,L6,x,y,z,roll,pitch,yaw
17.444294,13.988913,13.278688,13.716988,16.866007,20.659084,-5.916165,-2.352891,14.355977,-19.559881,-10.705059,-7.893228
19.037311,20.938266,22.653068,22.278988,21.605378,18.101893,4.102958,-1.090183,19.969754,10.280332,10.413594,17.835533
22.753110,19.098859,21.480750,23.465433,23.323663,23.687403,-6.934432,7.053211,19.714508,-14.630309,8.817628,8.687034
18.650419,21.569472,18.885215,18.222062,18.144590,17.564651,7.168189,-3.243233,16.774938,2.623181,-3.601048,-15.050589
16.739719,19.717092,20.691754,18.866771,18.622444,16.384582,2.458731,-4.985728,17.406796,10.215085,4.952233,9.168176
19.016933,13.510488,12.476644,14.806152,16.456460,20.901625,-6.348057,3.968399,14.054508,-17.176044,-16.809727,-8.323500
16.026575,15.721770,16.395373,14.246919,16.987256,17.385100,-1.595719,-6.102027,14.417245,-8.813517,-8.513303,13.587066
16.103975,14.149078,12.177360,11.612167,15.548273,17.120387,1.123344,-3.273505,13.693965,-14.306847,-15.513425,6.463970
14.788160,18.585327,21.791797,20.840002,18.069348,13.729800,2.111856,-1.546883,17.469535,17.835605,19.711698,14.405066
18.716006,16.204115,17.260886,16.452960,19.414524,20.526647,-3.683711,-3.251766,16.974532,-17.900230,-6.616455,16.079903
14.246998,16.130722,16.598504,18.224814,14.297717,11.493213,3.841510,6.876940,12.613467,15.673209,9.148956,-7.499793
17.306688,16.731968,15.841296,14.930064,12.320753,14.313655,-2.019983,5.312970,13.848785,14.053714,-9.415839,-2.310624
17.942498,16.956119,15.012970,14.729392,16.930781,16.374766,4.367607,0.060118,15.353876,1.254981,-10.678457,12.680841
20.557433,21.800744,20.113700,16.763310,18.016322,17.485893,3.883772,-2.858532,17.966803,16.157392,-14.818716,17.327641
13.699986,14.300694,13.708305,15.366825,18.550387,15.225956,7.103621,-3.643660,12.542362,-9.729222,2.484724,9.595127
15.067868,14.528203,17.539773,15.759491,16.281252,16.761254,-6.435154,-3.454376,13.813434,-9.340990,4.329325,12.014879
22.749264,19.321998,17.521979,16.601223,16.363523,19.513148,-2.890362,7.820900,16.422234,2.408449,-14.472367,12.855798
24.312019,19.044903,17.093167,18.656220,21.305268,26.412555,-7.990224,2.377298,19.138339,-16.659539,-19.931746,-12.604558
12.386449,13.009782,14.384112,15.557401,12.456349,11.230215,-0.033118,4.309680,12.120980,9.203929,9.570281,-3.785817
23.364689,21.519169,19.821696,22.340468,23.430639,22.033239,7.493940,6.446216,19.554183,-3.649981,-1.828078,8.330971
22.603095,20.951745,21.986096,20.552064,20.665089,22.820610,-7.615345,-0.128099,19.997932,-4.215064,-4.161023,8.234667
16.723413,20.595352,21.643853,17.824449,16.268621,15.059970,-0.001117,-5.204929,16.994393,19.358068,2.077035,9.704199
12.596899,11.243454,14.691064,15.043908,17.424658,15.103502,-1.340112,-2.494932,13.347224,-18.017192,9.057650,19.596222
15.875989,15.467725,15.483923,17.488506,20.659324,18.148636,5.234860,-3.280252,15.756859,-14.846602,3.399910,8.805188
16.747599,15.855654,13.474377,16.739492,16.748344,17.205613,3.499441,3.871518,14.701383,-11.419625,-9.148344,-17.108160
17.945546,18.313551,21.916922,20.853303,17.777102,17.685427,-7.328434,1.695427,17.253859,8.258857,15.582399,8.582450
18.936563,20.161781,20.403147,19.123525,20.275627,18.026113,4.233093,-3.411919,18.277110,7.149392,-1.863384,18.494115
14.991904,15.312610,18.237194,19.845868,17.677478,17.646832,-5.071561,0.860814,16.082799,2.044701,16.652281,-14.504023
17.962587,15.025417,16.878001,20.482248,21.367555,18.812232,1.536933,5.375562,17.202848,-12.844467,13.914435,12.230522
14.058288,11.476897,9.980335,12.598701,15.315595,15.723018,1.592503,0.783083,12.768748,-18.520601,-5.502905,-0.335902
20.411925,21.280310,22.349857,23.057953,20.404283,17.199637,5.557087,7.440482,18.205936,18.738680,15.101210,13.745700
17.061846,16.196071,13.446444,17.664504,18.232094,17.955036,5.750045,4.421479,14.413700,-18.985987,-9.553837,-18.406154
18.162231,17.722024,19.433033,16.574414,17.740576,18.810517,-5.549680,-4.892160,16.045040,-6.335869,-5.467926,16.943319
16.828672,15.475969,11.915925,14.464034,15.756326,17.241642,3.767781,2.095209,14.108802,-14.594437,-14.900090,-13.637113
15.623348,13.058732,10.467179,14.161453,17.187136,16.216572,5.817884,2.369892,12.730094,-18.497605,-5.981046,4.139719
21.949433,23.414922,21.011605,20.192844,21.463131,20.892209,7.190344,-3.600912,19.747638,3.012780,-7.612860,-1.964916
20.716579,17.682414,15.792314,14.625385,16.018212,18.848663,-1.868216,2.927744,16.636805,-2.964510,-16.271821,11.654669
19.463539,20.220943,20.478168,19.195004,17.937739,20.686784,-6.504458,-2.459538,17.958877,9.284605,1.472563,-17.779036
18.163609,16.188081,18.045804,16.664559,14.260312,15.206583,-4.816566,6.076300,13.923059,7.427568,8.313854,19.054201
21.151432,17.755199,19.894334,23.641168,23.686009,22.461275,-2.225988,7.902260,19.587680,-15.318897,11.764885,3.804291
19.166728,19.758979,19.275920,19.574734,22.951609,20.668775,6.786278,-6.860692,17.465891,-7.542212,-4.224818,13.785316
16.879798,15.330020,14.184617,15.997285,13.189442,14.745521,-0.974831,7.862824,12.357977,7.839506,-12.310466,-10.952838
18.147764,19.904796,21.549710,21.394535,20.397951,19.659967,-1.966148,-3.150579,19.612005,2.750835,11.223524,-6.086084
11.825659,14.968991,16.862671,13.885211,13.697905,11.811599,-0.403175,-5.306783,12.412326,10.439200,4.384182,11.955202
21.763242,19.850098,20.231886,19.889523,23.045747,25.330803,-6.645775,-6.720580,19.293205,-19.448748,-4.297008,-2.898688
15.662025,15.051031,13.331973,12.538800,15.587956,17.545556,-0.353671,-4.662336,13.913709,-11.721699,-9.342516,-4.379455
21.280956,19.593228,16.203144,17.052797,19.015259,20.406334,4.340581,1.500699,18.128661,-7.418438,-16.436037,-1.893134
22.128396,19.729139,19.079977,17.936028,16.201838,19.518561,-5.603101,7.056809,16.633153,6.410749,-11.787217,4.393042
17.127406,16.735818,17.694251,17.447538,20.406111,20.896434,-3.143105,-7.218082,16.341336,-18.449790,1.877845,0.048279
15.699496,22.723697,22.740845,21.249166,18.015951,14.517779,7.758279,-5.375546,16.253689,15.685818,18.569733,-17.200590
17.373612,19.414056,21.289337,22.483542,20.893005,19.886752,-1.661490,-2.223383,19.598621,0.837603,17.290512,-18.287826
15.517924,14.600010,13.423199,12.880359,16.350372,16.177060,2.619243,-3.687053,13.739321,-9.005571,-10.765375,10.796140
16.693271,17.108017,17.059206,16.442913,16.240604,13.880149,4.350154,2.247107,14.976823,13.511776,2.489406,16.680613
15.771321,17.388337,18.906034,19.142035,20.911217,18.515532,1.820949,-6.759089,16.831159,-8.003651,9.141035,5.977040
20.381168,18.555869,17.776537,17.769592,17.257223,20.459760,-5.152772,2.484548,17.529708,0.848668,-10.260074,-10.353959
18.526343,16.203580,19.057213,19.416400,19.227659,19.996946,-7.687837,1.690983,16.720911,-11.301964,7.321095,6.919163
16.339076,17.010240,17.869602,13.760555,12.319094,14.256027,-4.835928,-1.310655,14.090530,11.841659,-5.868056,11.128501
13.600446,16.086365,18.571869,17.885616,15.632050,12.668542,0.789747,-0.279003,15.426006,12.651572,15.052500,9.105295
17.616906,19.225232,21.162564,21.322270,20.051654,19.557949,-3.032290,-2.712829,19.130592,2.588308,13.203726,-9.407295
20.500089,21.534649,22.063366,17.880034,15.101798,16.932957,-4.771029,1.458384,18.038105,19.515713,-4.423862,13.100075
16.045504,16.839714,19.386943,20.690415,16.292979,14.137393,-0.008825,7.759603,15.049083,16.290974,18.295639,-0.097650
14.967033,12.424219,10.489568,11.420160,14.577520,15.479680,1.746584,-0.191924,12.791775,-13.545009,-11.387009,6.010202
13.288718,17.272000,15.907492,15.889993,16.120985,14.668357,4.924514,-5.698532,13.057544,-3.242261,10.291760,-16.309943
16.439654,17.436435,17.104304,18.202217,19.259770,18.564445,1.846799,-3.446427,17.109612,-8.573759,5.609740,-10.017752
21.866741,21.117520,20.353889,20.064810,18.516882,19.928045,-1.510040,5.190879,19.383514,7.150258,-6.880955,-2.571102
20.430501,20.762176,22.003136,20.675455,17.854275,17.032051,-0.462043,5.726090,18.537110,17.867602,8.350332,16.631853
16.310066,16.886073,17.073177,14.023179,12.977557,17.239333,-7.883096,-3.475621,12.803173,12.568915,-4.427398,-11.580094
17.053643,13.843283,13.596410,13.482060,16.767473,17.910109,-1.014281,-0.892126,14.966775,-15.512554,-9.566159,14.597376
17.435256,16.432994,16.644213,14.695879,14.693762,17.484272,-5.434199,-1.068561,15.039122,0.897200,-7.536396,1.014154
17.355590,18.117671,19.729834,21.475158,22.494686,20.929952,-0.492855,-4.660963,19.210737,-12.523411,14.420241,-8.137525
14.135823,16.188637,16.339724,18.627585,14.989376,11.710949,5.063021,6.738828,12.466821,11.110758,8.647843,-10.619202
14.689444,19.389599,22.621645,20.227363,18.264313,14.400434,0.753510,-5.924309,16.947056,17.423911,14.741327,17.067709
20.567449,20.329444,19.633488,16.304860,14.484148,18.759935,-7.338260,0.545180,16.586440,14.293307,-13.389954,-4.385461
15.862526,14.349601,17.100258,20.553100,20.418164,19.370078,-3.523290,1.611666,17.254516,-14.181685,14.819761,-10.906182
19.248915,19.706367,20.247094,16.805179,15.755279,18.692467,-7.156142,-2.776445,16.541507,9.391983,-6.523380,1.229987
14.514465,11.540656,13.710543,14.912682,14.736343,14.093198,-2.374656,4.162991,12.599470,-7.451903,9.135340,12.275671
17.574831,15.211372,17.715977,21.290885,21.896743,21.878863,-5.754222,0.797766,18.058263,-18.064945,12.477826,-15.111452
15.835838,14.951709,15.626350,18.074222,17.176475,17.687984,-2.242657,2.557903,15.818705,-5.028069,3.610927,-15.365663
20.700502,22.110890,20.806871,17.434177,15.980656,19.545586,-4.765614,-2.763046,18.332555,16.212084,-9.036009,-13.599388
17.120102,14.465806,14.238773,13.781927,14.994023,17.240280,-3.339825,0.953982,14.647330,-7.677276,-8.732932,5.612020
17.019127,18.842132,18.023182,19.453986,20.811205,19.529883,3.995173,-5.045867,17.426593,-12.303886,8.665312,-15.116011
18.421765,17.249630,13.434626,14.929554,15.510984,16.889480,4.639781,3.150771,14.668409,-5.164081,-18.674362,-8.740800
14.942023,20.988517,21.451163,20.695984,18.453628,14.218355,7.906399,-4.701347,15.751525,13.735653,18.219009,-7.871115
18.237778,20.745609,16.446734,13.749050,14.024045,15.034116,6.030389,-3.270468,14.498010,14.357254,-19.154030,-12.255880
21.845134,20.008664,18.344000,16.069730,15.676494,19.605997,-4.692677,2.670465,17.589680,5.569450,-17.497350,2.611773
16.821597,19.128532,21.017492,17.535889,16.021270,16.367220,-4.635370,-4.549784,16.349303,12.029981,2.751918,8.632544
13.347746,15.576414,16.918680,21.730161,18.265486,12.787094,7.082010,7.917036,12.127339,-2.679769,18.961588,-17.632156
17.675175,18.562996,17.354243,16.369411,14.061975,13.633126,2.670465,5.161609,14.896810,19.561965,-4.533811,1.949373
17.900027,16.743775,18.158845,18.144575,14.495952,16.635806,-6.563014,6.989718,13.738984,13.793851,-0.678439,-5.506516
18.531929,17.677120,17.417611,15.609634,18.234830,18.676551,-0.175582,-4.271253,16.742352,-5.410643,-11.045288,16.134435
20.680455,20.784974,21.793514,19.191012,17.141463,18.694973,-5.528668,1.635594,18.619302,10.680106,-1.430473,9.560904
16.027982,18.276166,18.965910,21.929815,18.880775,15.106353,6.008445,6.050480,15.761571,3.254896,12.344269,-14.346958
17.083302,18.667519,17.497329,17.158151,18.930596,17.031748,6.157172,-4.210901,15.856706,1.059910,-1.952283,4.786698
16.417889,21.550955,23.190012,21.655800,19.312944,16.647303,2.548290,-5.712550,18.559565,15.083327,17.082446,-4.181574
18.132507,17.486792,17.955297,17.137219,14.437425,17.858086,-7.567985,3.171830,14.662747,13.730134,-5.797650,-13.044515
15.927551,16.558884,17.094632,19.252269,17.816669,13.479764,7.328731,5.459064,13.597470,10.686811,15.360052,9.214523
16.870132,19.178739,18.947326,15.931669,15.459776,14.252038,2.335300,-2.219477,16.101149,16.973085,-3.576778,11.690926
16.687046,20.535461,23.922624,20.964311,18.291077,18.146160,-6.559912,-7.197762,16.910591,17.608348,17.697133,1.649942
17.536586,19.692578,21.586026,17.592551,15.335868,15.060729,-3.487997,-2.021251,16.930011,16.825677,2.262408,18.347750
11.702856,13.503378,15.345135,15.809654,18.798839,14.755643,4.271255,-6.705784,12.259758,-10.158291,7.333706,15.277740
17.091070,14.111970,11.937002,11.649316,14.393717,19.242483,-4.865557,-2.110940,13.378789,-12.573463,-16.433699,-11.716682
18.128690,18.671520,22.155909,21.703587,18.211619,18.495987,-7.601129,2.505160,17.585463,11.615813,15.636816,-0.631349
13.026284,14.887996,18.309232,17.468219,15.064278,15.364384,-5.892169,-2.903892,13.848486,9.247819,19.277760,-5.022001
15.072052,15.953563,17.129815,15.170461,12.294414,12.694836,-2.415892,2.324022,14.038433,15.723375,3.174341,5.867406
19.685830,16.402289,13.383791,13.844753,16.554495,17.691810,3.032525,3.206824,15.271146,-4.423898,-17.022771,14.868210
21.583253,18.775387,19.918850,23.033896,21.984881,23.564991,-6.470296,6.660443,18.988201,-4.878608,-1.264477,-19.299153
21.387448,19.141270,17.585632,17.937960,19.877279,21.460242,-0.012487,0.741866,19.359124,-8.506302,-10.615997,3.512450
16.495565,15.067737,14.764374,15.327739,15.814784,19.119374,-5.888418,-1.454388,14.433040,-4.283054,-2.601709,-18.143870
11.694194,13.643511,13.764067,15.296699,16.243843,14.619968,2.029568,-3.793097,13.152413,-10.184879,11.790698,-10.241122
14.216459,15.267603,13.588801,11.539619,13.890242,15.197247,0.701758,-5.659674,12.456133,-2.632968,-8.279051,-3.423024
17.673990,16.132420,15.380272,19.608208,18.093259,18.036157,1.660713,7.979469,14.923188,-7.513771,-6.526257,-19.321871
11.536848,16.493405,17.746603,17.108727,16.171422,12.115607,4.872660,-5.081943,13.231265,10.409148,16.786759,1.123379
15.524181,12.105514,12.640623,17.729467,17.562246,16.818812,0.358315,7.496092,13.177146,-16.556765,2.882656,-7.671389
19.784539,17.455940,18.885165,16.935238,14.771765,16.809076,-6.383249,6.262843,14.468172,5.240768,3.507708,19.486231
14.439298,16.405882,17.875327,18.749365,17.256775,14.240836,2.854504,0.594273,16.014020,5.461616,13.527253,1.132347
16.353726,15.467205,14.787002,16.980040,16.031943,13.735918,5.096710,6.696362,12.796615,5.464820,4.901423,5.777439
12.725551,12.528652,13.396636,13.436002,12.512726,13.036275,-1.983720,0.695934,12.482343,1.285625,2.549296,-1.912022
19.352131,14.020621,15.693419,19.726027,19.633180,21.965696,-7.998848,7.640503,14.429972,-16.083518,-4.011457,-12.510551
18.611880,19.444527,23.205987,21.086685,16.792188,16.892471,-7.739435,2.666777,17.125517,16.646663,17.873478,15.349055
16.535639,14.612720,13.537206,15.020905,14.307248,17.503948,-3.847542,2.695528,13.995022,-1.313675,-9.803976,-17.546924
14.759034,20.477317,19.268904,17.617930,14.655517,11.978472,7.084260,-2.036126,14.390813,19.113430,6.681496,-13.692616
23.370472,22.088386,19.882785,16.439443,15.442148,18.269447,-1.586358,6.423428,17.610714,19.436210,-16.384409,16.487594
16.648824,17.067234,18.137295,13.135429,12.674326,14.714843,-5.600886,-3.154822,13.495430,7.257241,-9.913866,17.595447
17.192943,20.832722,24.398398,22.265472,18.746131,16.601079,-3.120591,-2.630182,19.337103,18.666924,18.040788,10.983517
16.963733,14.266292,14.982505,15.039104,14.968480,17.366901,-5.348946,2.415984,14.220866,-5.876694,-4.793230,1.273153
15.394936,15.422079,18.501064,17.854597,18.165574,16.032353,-2.013667,-1.924817,16.129892,-3.867107,9.957859,19.848423
14.608697,15.665760,16.672291,16.452517,18.186735,15.811897,2.627674,-4.377228,15.088642,-3.070839,3.742853,11.481436
15.640766,16.477078,15.223929,16.985982,14.376287,13.306882,3.706554,5.867339,13.309453,7.790134,-3.475064,-11.440514
16.152192,13.105990,14.984203,17.504451,18.058244,19.256760,-5.840491,1.816961,15.077809,-15.174739,4.289132,-8.424858
16.077443,15.600979,13.370932,11.271417,13.598184,18.086060,-4.025153,-5.438056,12.597690,-4.333109,-10.973647,-15.396049
18.749726,17.490683,13.995460,16.659345,18.128498,17.727696,7.622090,3.590673,14.609053,-10.762121,-12.495311,-3.355779
19.088784,20.124876,17.550848,15.161818,14.447379,14.967766,3.261529,1.843622,16.160106,18.921613,-13.937158,2.419776
18.035299,18.440514,19.810749,18.019696,16.033059,15.293885,-1.158524,2.719030,16.938270,13.456353,5.568870,16.726595
16.023861,13.974923,16.049221,16.108461,14.913322,16.164744,-5.699051,3.075088,13.866869,-2.844757,3.844994,4.152378
14.867119,13.041632,15.512993,20.569292,20.005211,17.904489,-0.663365,4.878801,15.978745,-16.026327,14.700553,-13.166750
15.312878,12.969396,13.502729,18.317899,18.548853,17.052039,1.604076,5.494980,14.629509,-16.412225,6.091621,-7.958702
22.122079,21.610953,21.079662,20.495921,19.681428,18.524877,4.066205,6.270615,18.686324,16.079788,1.556365,19.574522
12.311299,14.450744,18.032715,16.516044,16.251426,15.300646,-5.020152,-6.578185,12.759802,-1.741038,16.506900,5.018048
21.646650,20.057367,17.971758,21.269753,21.050868,20.918179,5.167590,7.660690,17.960817,-9.051543,-9.538552,-11.288289
13.738829,17.756217,19.821198,15.811401,14.227653,14.682193,-4.338473,-7.481873,13.200618,16.879199,8.299588,1.909699
23.442604,24.011474,21.107828,20.935787,19.904330,19.934475,6.494796,4.967115,19.717800,11.417993,-13.202016,-5.727330
21.025442,23.732346,21.007042,18.455563,18.427718,17.697574,7.256415,-2.418390,18.303900,18.400655,-10.974173,-0.528415
17.906791,16.941186,12.764785,12.103542,14.544052,18.819016,0.024284,-2.966299,14.671883,-9.517899,-18.801966,-18.443908
11.887315,13.385045,17.045913,15.190472,12.053357,10.167279,-2.686096,0.318384,12.482016,15.086920,17.082878,16.027142
17.855106,14.625416,13.411836,12.380526,13.179739,17.396337,-4.887686,1.720958,13.626679,-4.956480,-16.800102,1.272656
22.869404,19.875282,19.480202,18.603918,20.131046,23.490925,-6.734156,0.032611,19.432232,-9.551352,-12.093098,4.102474
22.124564,19.152939,18.361052,18.742676,21.147252,24.206375,-5.381786,-1.465341,19.656444,-14.280763,-10.076343,-5.091598
18.459596,22.548688,22.540387,21.190124,20.236091,19.497589,2.125794,-7.453840,18.858235,6.501708,12.352051,-16.028986
21.756447,17.851981,14.260315,16.171617,20.208737,21.950785,4.134088,1.590774,17.918561,-19.213442,-19.186798,8.276561
21.829046,19.175934,16.161263,17.380384,19.363796,22.466384,-0.222853,1.403060,19.025317,-11.979383,-17.026714,-11.425666
16.080959,17.777610,20.743651,21.935651,17.624157,16.905909,-3.721381,4.694909,17.001629,15.751460,16.549982,-15.803628
16.742927,16.380549,19.617977,22.167678,22.435332,18.316542,1.944284,0.999349,18.794594,-7.281922,19.876575,14.468939
15.142612,15.432051,17.610041,19.937119,20.640138,15.838656,5.439686,0.284594,16.154462,-1.457614,16.599632,16.550644
18.103005,15.066442,14.290039,12.161693,13.875557,17.635769,-4.828443,-0.114834,14.094185,-7.283194,-16.506223,9.180910
15.932168,18.376585,16.734401,16.078985,14.717300,13.742276,4.591728,0.327011,14.985461,11.053056,-2.386287,-7.413367
18.492026,16.958843,15.772899,15.668375,16.230697,17.057691,0.614256,2.557032,16.243574,-0.030160,-7.718492,6.214053
16.581946,17.433935,19.598146,20.317240,20.889464,18.630978,0.144551,-3.323100,18.393503,-5.671480,11.729240,5.987076
19.131089,16.796582,14.512135,15.394768,14.578879,16.207232,0.911452,7.180282,14.118862,3.749561,-14.369437,1.058626
22.507872,22.597759,20.748287,17.099310,16.170252,19.287399,-2.895527,0.669064,19.306984,14.596884,-16.424842,2.889769
12.463446,12.007347,13.434185,16.981607,17.696116,16.728363,-1.419245,-1.048181,14.333002,-17.457227,14.081682,-15.805539
18.397145,19.520562,15.168003,14.705060,14.822506,15.882598,6.471207,-0.174364,14.636217,3.745530,-19.833765,-13.734700
14.842922,20.012748,20.955101,21.718324,17.479019,13.519980,5.861383,1.965472,16.600106,14.045984,16.599922,-17.444148
16.923876,16.369589,18.077172,22.387945,24.365081,19.718894,6.760543,0.005858,18.203175,-15.917353,17.404961,8.048017
15.316034,18.987132,18.846231,16.944748,14.705508,14.430779,1.019800,-2.552160,16.006317,14.959902,4.874420,-9.834699
21.337004,18.474075,18.911856,19.326956,20.815187,22.645246,-5.018806,0.722841,19.408770,-12.544156,-4.782790,4.387545
19.285918,18.867119,19.467536,19.258165,22.790842,21.311268,2.825469,-6.999894,18.236797,-12.754571,-5.937242,19.597142
19.602828,17.343946,18.017256,17.509926,18.997224,19.515033,-2.283185,0.562000,17.938657,-7.884468,-3.038148,17.265135
19.540834,17.143289,19.348466,21.729102,22.076522,22.099155,-5.117138,2.360499,19.337998,-13.902866,7.917861,-3.232829
13.937291,13.470755,12.301585,13.720075,13.438040,15.390739,-1.384580,0.497950,13.104117,-3.943526,-3.874984,-16.626815
21.594347,21.555205,17.367555,17.301090,19.636873,21.941076,4.815394,-3.225757,18.535692,-12.618053,-16.368802,-18.009790
17.829959,14.305861,13.866042,11.886118,14.347706,17.413923,-3.979468,-0.096660,13.952470,-11.284527,-15.283189,15.747411
11.171697,10.946930,11.349471,16.314535,17.045591,14.508503,2.639811,1.368358,12.801020,-19.949878,12.206476,-13.406830
19.586822,18.489527,16.569088,13.971975,12.401903,17.106889,-5.168562,2.384557,15.056324,12.830346,-19.488337,-6.004233
11.761890,15.212976,16.270465,14.147227,10.827898,10.741716,-1.086631,-0.817604,12.746926,19.294142,7.551621,-4.367863
20.218384,18.869196,15.854471,13.010941,15.807921,21.863088,-6.466876,-6.395993,14.660238,-2.099906,-17.096375,-19.645958
19.970346,18.343411,20.010568,19.843207,21.339810,21.179677,-3.184745,-1.471394,19.439046,-11.155511,1.521666,15.745160
17.197544,19.975601,20.204192,18.007370,18.860188,16.837182,3.515259,-6.427198,16.712841,9.201195,-0.877334,10.908656
19.036480,15.010991,15.498567,18.584981,20.202322,20.673938,-1.863350,4.560817,17.282752,-18.579408,-0.008997,2.650822
18.565212,20.555122,20.136884,19.498207,17.922018,18.889152,-0.985668,-1.656805,18.740176,7.623799,2.499232,-18.305788
20.394943,18.341709,17.347294,16.193441,18.569443,23.003624,-7.854529,-4.954806,16.254933,-8.670238,-10.076843,-13.102483
18.422365,18.171808,19.427509,15.804198,14.094164,15.646894,-5.239508,1.136004,15.599295,9.883451,-2.260850,18.881076
21.239604,19.163323,19.950746,17.921521,15.254105,17.932703,-6.668812,7.487243,15.291947,9.645269,-1.137974,14.907648
14.624754,15.242814,14.052834,13.000964,15.488476,15.247093,2.482051,-4.479421,13.405064,-3.770303,-6.748963,3.810912
17.844618,21.381945,23.346250,21.645313,19.081934,17.656273,-1.041466,-3.183007,19.683689,14.913487,12.542801,-0.430962
20.196660,22.140626,22.595593,19.983377,21.513339,19.945626,2.279757,-7.916146,18.934184,5.873624,-6.999834,19.403837
19.030467,17.878955,18.783594,21.693722,19.995718,18.982267,0.286637,7.432187,17.697192,-2.684796,5.463891,-7.505369
19.943127,20.489954,21.715437,20.358693,20.479197,21.757517,-5.894036,-5.172133,19.067269,-0.029307,3.295441,-3.905347
19.125557,15.651310,14.608718,17.059248,19.705464,21.260477,-1.131378,1.375672,17.588734,-19.768125,-7.171959,-3.095278
22.383792,26.059870,23.208078,20.562102,20.375503,20.132108,7.895191,-5.926115,19.575355,12.834655,-6.734203,-11.740973
22.757874,21.759891,20.187295,17.950931,17.868829,20.250342,-1.909496,1.965292,19.722044,7.013940,-13.677893,7.311299
18.211654,20.491919,16.546691,13.604188,14.263993,15.119039,5.423024,-3.456639,14.739285,14.957574,-18.539983,-7.738627
15.666791,14.668945,18.043468,16.963573,14.193952,14.980803,-7.220965,2.821671,13.345967,4.409125,12.498746,9.898114
20.893501,19.122544,17.702833,15.611336,15.740690,19.699571,-5.123183,0.816984,17.173506,2.665609,-16.216040,-0.329729
14.212736,16.735526,16.095376,16.903870,16.309063,15.119568,3.251351,-2.001979,15.035391,-1.016426,6.974649,-14.062757
19.625822,19.461483,16.690629,15.086848,13.160944,17.590466,-3.234321,1.949154,15.992073,15.040486,-19.082177,-19.692344
14.081740,13.161278,15.363449,16.816114,14.661982,13.295910,-1.228062,4.787999,13.401565,2.661024,12.659611,3.727509
11.528973,11.827194,14.516624,15.826474,15.313115,12.246939,0.540390,0.418791,13.185894,-1.738866,15.788420,7.681627
18.319373,20.731936,19.716033,19.830507,18.096329,17.057904,4.346140,0.807343,18.143355,7.330183,1.323856,-12.835275
22.582244,17.121161,15.529672,17.263240,19.067620,22.684915,-4.191756,6.505599,17.206188,-16.691697,-16.038802,4.277448
23.307204,23.404202,20.850406,17.053856,17.931300,19.208682,2.009711,0.110474,19.692884,17.059778,-19.596105,17.280581
14.479481,15.396032,16.836276,16.521611,19.863343,16.975792,3.488029,-7.412107,14.000103,-10.601236,-1.028755,18.935581
15.455906,14.483715,13.584844,10.934024,11.860197,15.685736,-4.498089,-2.519875,12.397448,0.703533,-13.350340,-2.426023
22.100578,20.130860,17.932893,17.345609,20.632389,23.000344,-0.171507,-3.573803,19.669843,-12.072888,-15.391236,1.760169
14.467786,20.757827,21.444734,21.239112,17.624462,13.968290,6.174587,-2.602008,16.504240,12.409265,19.776479,-19.096104
18.742701,25.225057,26.035622,24.399187,21.983720,18.086145,7.993138,-7.419044,19.364455,17.013793,18.901960,-7.165079
12.074538,11.933097,13.190978,15.124162,17.256673,13.326969,4.584964,-1.390107,12.531878,-7.111684,9.449077,13.824842
16.902519,14.865319,13.784979,14.581404,12.507048,16.623848,-5.394703,4.352852,12.560858,7.766376,-14.910850,-17.539589
11.708747,14.610042,16.907007,17.884877,15.442192,11.973557,2.030756,0.296332,14.346473,7.678990,19.216574,-1.936884
20.073246,16.429476,17.446578,19.396443,19.338505,19.656334,-2.777776,7.416493,16.683972,-9.453331,4.143870,9.789057
20.591616,19.000574,16.399794,14.828735,15.660677,17.173473,1.592561,3.420728,16.493808,8.176053,-16.494481,12.051436
15.321661,16.178429,16.492172,18.444031,20.685956,18.272487,3.977689,-4.378733,16.299559,-14.678461,9.279514,-1.439751
18.200801,18.689340,16.848364,14.940254,16.098888,14.413202,5.800511,1.309929,14.705000,19.900308,-10.140746,18.675096
18.596714,13.809732,12.838052,12.552057,15.076289,20.168748,-7.015560,0.372876,13.561818,-16.556780,-18.856987,-0.908770
17.224018,19.686481,20.627550,20.943966,17.523434,15.778455,1.716895,3.628109,17.930229,13.765357,9.195631,-8.546682
11.801946,12.462968,15.211975,13.854713,13.356527,11.353079,-1.358882,-1.237966,12.368535,3.788472,9.241704,15.545327
23.233686,21.264118,17.608251,17.108912,20.016738,24.260421,-1.374897,-3.075529,19.943874,-11.057793,-19.049464,-16.064443
15.098195,19.116540,20.180070,18.563236,16.967423,17.364663,-2.031580,-7.284374,15.593612,10.014657,18.391631,-17.478039
19.638359,20.622283,21.291156,19.743269,16.877677,18.167813,-4.118302,2.408279,18.570174,14.849540,0.132231,-4.429495
22.068422,21.048009,19.857228,18.281777,18.312235,19.384730,0.121979,3.025731,19.294235,7.193224,-9.053345,12.729508
17.214973,17.575201,16.853000,21.867661,20.655276,17.552193,7.648937,7.496521,14.727311,-13.777558,3.025794,-19.037789
12.272568,16.812143,18.001440,16.935296,13.250781,12.935229,-0.673833,-1.866577,14.300618,17.203758,14.927604,-16.508547
21.679643,24.439825,22.399792,21.556049,19.614330,18.316510,7.620881,2.115119,19.592916,15.670849,-4.635122,-9.243938
20.950217,21.104252,21.025154,19.146867,19.992827,23.106757,-7.302783,-6.764429,18.075428,0.887009,-0.937287,-13.504493
